ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
398,pretentious,less_proper,completed,more,less_conv,inconv,nonprob,not_recom,0
399,great_pret,proper,completed,more,less_conv,convenient,nonprob,priority,0
400,pretentious,less_proper,complete,1,convenient,convenient,problematic,recommended,1
401,pretentious,improper,completed,more,less_conv,inconv,slightly_prob,not_recom,0
402,pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,priority,0
403,great_pret,proper,completed,more,less_conv,inconv,slightly_prob,priority,0
404,great_pret,critical,incomplete,1,convenient,inconv,slightly_prob,priority,0
405,usual,very_crit,complete,3,convenient,convenient,nonprob,recommended,1
406,usual,proper,incomplete,3,less_conv,inconv,nonprob,not_recom,0
407,pretentious,critical,complete,2,convenient,inconv,nonprob,recommended,1
408,usual,improper,complete,more,less_conv,inconv,problematic,not_recom,0
409,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,priority,1
410,usual,improper,complete,2,less_conv,inconv,slightly_prob,recommended,1
411,pretentious,critical,foster,3,convenient,inconv,slightly_prob,recommended,0
412,usual,critical,completed,1,less_conv,convenient,problematic,recommended,1
413,pretentious,very_crit,complete,3,convenient,convenient,nonprob,recommended,1
414,pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,0
415,great_pret,critical,complete,3,critical,convenient,slightly_prob,priority,0
416,pretentious,very_crit,complete,more,critical,convenient,problematic,recommended,0
417,great_pret,very_crit,incomplete,3,convenient,inconv,slightly_prob,recommended,0
418,great_pret,less_proper,incomplete,3,convenient,convenient,slightly_prob,not_recom,0
419,pretentious,proper,foster,more,less_conv,inconv,slightly_prob,recommended,1
420,pretentious,critical,incomplete,more,critical,inconv,problematic,not_recom,0
421,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,recommended,0
422,usual,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended,0
423,pretentious,very_crit,complete,3,less_conv,inconv,problematic,recommended,0
424,great_pret,very_crit,foster,1,critical,inconv,nonprob,priority,0
425,usual,proper,foster,2,less_conv,convenient,slightly_prob,recommended,1
426,great_pret,less_proper,foster,2,critical,convenient,nonprob,not_recom,0
427,usual,less_proper,incomplete,2,convenient,convenient,slightly_prob,recommended,1
428,great_pret,proper,complete,1,critical,convenient,problematic,priority,1
429,pretentious,improper,complete,3,convenient,convenient,problematic,priority,1
430,usual,critical,foster,1,convenient,inconv,slightly_prob,not_recom,0
431,great_pret,very_crit,incomplete,3,critical,convenient,nonprob,not_recom,0
432,pretentious,less_proper,complete,1,convenient,inconv,slightly_prob,not_recom,0
433,great_pret,less_proper,incomplete,more,critical,convenient,problematic,recommended,0
434,great_pret,proper,complete,2,convenient,inconv,nonprob,not_recom,0
435,pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,priority,1
436,great_pret,less_proper,foster,3,critical,inconv,slightly_prob,recommended,1
437,great_pret,proper,foster,3,critical,inconv,slightly_prob,recommended,1
438,usual,improper,completed,2,convenient,inconv,problematic,not_recom,0
439,great_pret,improper,complete,1,convenient,inconv,slightly_prob,recommended,1
440,great_pret,improper,foster,1,convenient,inconv,problematic,priority,0
441,usual,proper,complete,3,less_conv,convenient,slightly_prob,not_recom,0
442,pretentious,improper,complete,3,less_conv,inconv,nonprob,not_recom,0
443,pretentious,proper,foster,3,convenient,inconv,problematic,not_recom,0
444,usual,less_proper,foster,3,critical,convenient,nonprob,not_recom,0
445,great_pret,improper,incomplete,more,less_conv,inconv,slightly_prob,priority,0
446,great_pret,improper,complete,1,convenient,convenient,slightly_prob,priority,1
447,pretentious,improper,complete,1,less_conv,convenient,nonprob,priority,1
448,pretentious,improper,completed,more,convenient,inconv,nonprob,not_recom,0
449,great_pret,less_proper,complete,3,convenient,convenient,nonprob,recommended,1
450,usual,improper,incomplete,3,critical,convenient,problematic,priority,1
451,pretentious,improper,completed,2,convenient,convenient,nonprob,not_recom,0
452,great_pret,improper,incomplete,1,less_conv,inconv,problematic,priority,0
453,pretentious,proper,foster,2,convenient,inconv,problematic,not_recom,0
454,usual,improper,complete,3,convenient,convenient,nonprob,not_recom,0
455,usual,very_crit,complete,1,critical,inconv,slightly_prob,recommended,1
456,usual,improper,complete,3,convenient,convenient,nonprob,priority,1
457,great_pret,less_proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,1
458,pretentious,less_proper,complete,2,less_conv,convenient,nonprob,not_recom,0
459,great_pret,less_proper,completed,1,convenient,inconv,problematic,recommended,1
460,pretentious,very_crit,foster,2,less_conv,inconv,problematic,recommended,0
461,usual,very_crit,foster,2,critical,inconv,problematic,priority,0
462,great_pret,critical,incomplete,1,critical,inconv,problematic,priority,0
463,great_pret,less_proper,complete,3,critical,inconv,problematic,not_recom,0
464,pretentious,improper,incomplete,3,convenient,convenient,problematic,recommended,1
465,great_pret,proper,foster,3,critical,convenient,nonprob,priority,0
466,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,not_recom,0
467,great_pret,very_crit,complete,1,convenient,inconv,slightly_prob,recommended,1
468,pretentious,improper,completed,1,critical,convenient,nonprob,not_recom,0
469,usual,improper,incomplete,1,convenient,convenient,problematic,recommended,1
470,usual,improper,foster,more,convenient,convenient,slightly_prob,priority,1
471,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,recommended,1
472,great_pret,less_proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,0
473,pretentious,less_proper,foster,2,less_conv,inconv,nonprob,recommended,1
474,pretentious,very_crit,incomplete,2,critical,convenient,nonprob,not_recom,0
475,usual,very_crit,completed,2,less_conv,inconv,problematic,recommended,0
476,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,not_recom,0
477,usual,improper,foster,more,critical,inconv,slightly_prob,recommended,1
478,great_pret,proper,completed,2,less_conv,inconv,problematic,priority,1
479,great_pret,very_crit,foster,3,convenient,inconv,slightly_prob,recommended,0
480,pretentious,very_crit,complete,3,critical,inconv,slightly_prob,not_recom,0
481,usual,proper,completed,more,convenient,inconv,slightly_prob,not_recom,0
482,great_pret,proper,complete,more,critical,convenient,nonprob,priority,0
483,great_pret,very_crit,completed,1,less_conv,convenient,nonprob,not_recom,0
484,pretentious,critical,complete,3,less_conv,convenient,problematic,priority,0
485,pretentious,very_crit,complete,3,critical,convenient,nonprob,not_recom,0
486,usual,very_crit,foster,2,critical,inconv,slightly_prob,priority,0
487,pretentious,proper,foster,more,convenient,inconv,problematic,priority,1
488,usual,very_crit,foster,more,critical,inconv,problematic,recommended,0
489,pretentious,improper,completed,3,critical,convenient,nonprob,priority,0
490,usual,very_crit,foster,3,critical,convenient,slightly_prob,not_recom,0
491,great_pret,very_crit,completed,2,critical,inconv,slightly_prob,not_recom,0
492,great_pret,improper,incomplete,more,critical,inconv,problematic,recommended,0
493,great_pret,less_proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,1
494,great_pret,very_crit,incomplete,2,critical,convenient,problematic,recommended,0
495,great_pret,critical,foster,2,critical,inconv,nonprob,priority,0
496,usual,critical,complete,more,less_conv,convenient,slightly_prob,not_recom,0
497,great_pret,very_crit,completed,more,critical,inconv,slightly_prob,recommended,0
498,pretentious,critical,completed,more,critical,inconv,problematic,priority,0
499,great_pret,very_crit,complete,1,less_conv,inconv,problematic,not_recom,0
500,great_pret,critical,completed,2,less_conv,convenient,slightly_prob,priority,0
501,pretentious,improper,complete,2,convenient,convenient,nonprob,recommended,1
502,pretentious,critical,completed,more,critical,convenient,problematic,priority,0
503,great_pret,proper,foster,1,critical,convenient,problematic,recommended,0
504,pretentious,proper,complete,3,convenient,convenient,problematic,priority,1
505,pretentious,improper,complete,more,less_conv,convenient,problematic,priority,0
506,pretentious,less_proper,incomplete,3,critical,inconv,nonprob,not_recom,0
507,usual,proper,complete,2,critical,convenient,problematic,not_recom,0
508,pretentious,critical,foster,3,convenient,inconv,problematic,recommended,0
509,pretentious,very_crit,complete,more,critical,convenient,problematic,not_recom,0
510,usual,critical,incomplete,more,convenient,inconv,slightly_prob,priority,0
511,usual,very_crit,completed,3,critical,convenient,slightly_prob,not_recom,0
512,pretentious,very_crit,completed,2,critical,convenient,problematic,priority,0
513,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,priority,0
514,pretentious,less_proper,incomplete,3,critical,convenient,nonprob,not_recom,0
515,great_pret,improper,completed,3,critical,convenient,slightly_prob,not_recom,0
516,pretentious,very_crit,complete,1,less_conv,inconv,nonprob,priority,0
517,great_pret,critical,complete,1,convenient,convenient,nonprob,priority,1
518,usual,less_proper,completed,3,convenient,convenient,nonprob,priority,1
519,usual,less_proper,incomplete,more,convenient,convenient,nonprob,recommended,1
520,pretentious,proper,foster,3,critical,convenient,slightly_prob,priority,1
521,usual,improper,complete,1,critical,inconv,nonprob,not_recom,0
522,usual,proper,complete,3,convenient,convenient,problematic,priority,1
523,great_pret,improper,foster,3,convenient,inconv,problematic,recommended,0
524,pretentious,critical,incomplete,1,convenient,inconv,problematic,recommended,0
525,great_pret,very_crit,completed,3,less_conv,inconv,nonprob,priority,0
526,usual,critical,incomplete,3,less_conv,convenient,problematic,recommended,0
527,usual,improper,complete,1,less_conv,convenient,nonprob,not_recom,0
528,usual,less_proper,incomplete,1,less_conv,inconv,nonprob,not_recom,0
529,usual,improper,complete,3,convenient,inconv,nonprob,priority,1
530,great_pret,proper,foster,3,less_conv,inconv,nonprob,recommended,1
531,usual,less_proper,complete,3,critical,inconv,nonprob,recommended,1
532,great_pret,very_crit,foster,1,critical,convenient,nonprob,not_recom,0
533,usual,proper,completed,more,convenient,convenient,slightly_prob,priority,1
534,great_pret,proper,completed,2,convenient,inconv,nonprob,recommended,1
535,great_pret,critical,completed,2,critical,convenient,nonprob,not_recom,0
536,usual,proper,foster,3,convenient,inconv,slightly_prob,not_recom,0
537,great_pret,improper,foster,2,less_conv,inconv,nonprob,recommended,0
538,pretentious,less_proper,complete,1,less_conv,convenient,slightly_prob,priority,1
539,usual,proper,incomplete,1,critical,inconv,problematic,recommended,1
540,pretentious,proper,completed,2,convenient,convenient,problematic,not_recom,0
541,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,priority,0
542,great_pret,critical,complete,more,less_conv,convenient,nonprob,priority,0
543,usual,very_crit,completed,more,critical,inconv,problematic,priority,0
544,usual,improper,foster,more,less_conv,convenient,problematic,recommended,1
545,great_pret,improper,incomplete,more,less_conv,inconv,nonprob,not_recom,0
546,great_pret,critical,incomplete,3,convenient,convenient,problematic,priority,0
547,great_pret,less_proper,completed,more,convenient,inconv,nonprob,recommended,1
548,usual,proper,complete,2,convenient,convenient,slightly_prob,recommended,1
549,great_pret,critical,completed,3,convenient,inconv,problematic,recommended,0
550,great_pret,less_proper,complete,more,less_conv,inconv,problematic,priority,0
551,pretentious,proper,incomplete,1,critical,inconv,slightly_prob,recommended,1
552,great_pret,critical,complete,3,less_conv,inconv,problematic,priority,0
553,usual,improper,completed,2,less_conv,convenient,slightly_prob,priority,1
554,great_pret,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,0
555,usual,improper,incomplete,1,convenient,inconv,nonprob,recommended,1
556,great_pret,very_crit,completed,1,less_conv,convenient,nonprob,priority,0
557,great_pret,very_crit,incomplete,more,critical,convenient,slightly_prob,recommended,0
558,usual,improper,complete,2,less_conv,convenient,nonprob,not_recom,0
559,great_pret,less_proper,complete,2,critical,inconv,nonprob,not_recom,0
560,great_pret,critical,complete,2,less_conv,convenient,problematic,priority,0
561,usual,less_proper,completed,1,critical,convenient,problematic,priority,1
562,usual,proper,completed,2,critical,convenient,problematic,recommended,1
563,pretentious,improper,foster,2,critical,convenient,slightly_prob,recommended,1
564,great_pret,less_proper,foster,1,critical,convenient,problematic,priority,0
565,usual,proper,foster,more,convenient,inconv,nonprob,not_recom,0
566,pretentious,improper,incomplete,3,critical,convenient,nonprob,recommended,1
567,pretentious,less_proper,completed,2,less_conv,convenient,problematic,priority,1
568,pretentious,proper,foster,more,convenient,convenient,nonprob,recommended,1
569,great_pret,critical,foster,2,critical,convenient,problematic,not_recom,0
570,usual,critical,foster,3,less_conv,inconv,problematic,recommended,0
571,great_pret,very_crit,completed,3,convenient,inconv,slightly_prob,not_recom,0
572,usual,proper,complete,2,less_conv,convenient,problematic,not_recom,0
573,usual,critical,foster,2,less_conv,inconv,problematic,recommended,0
574,usual,critical,incomplete,2,critical,inconv,nonprob,not_recom,0
575,usual,improper,incomplete,1,less_conv,inconv,problematic,recommended,1
576,pretentious,less_proper,complete,1,critical,inconv,slightly_prob,not_recom,0
577,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,priority,1
578,usual,critical,complete,more,critical,convenient,slightly_prob,not_recom,0
579,pretentious,improper,completed,more,critical,inconv,nonprob,recommended,1
580,usual,critical,complete,more,less_conv,convenient,nonprob,not_recom,0
